ID	Phylum	Class
S003749007	Proteobacteria	Gammaproteobacteria
S003751563	Proteobacteria	Gammaproteobacteria
S003752387	Proteobacteria	Gammaproteobacteria
S003804147	Proteobacteria	Gammaproteobacteria
S003804251	Proteobacteria	Gammaproteobacteria
S003804552	Proteobacteria	Gammaproteobacteria
S003880678	Proteobacteria	Gammaproteobacteria
S003880762	Proteobacteria	Gammaproteobacteria
S003925194	Proteobacteria	Gammaproteobacteria
S003929813	Proteobacteria	Gammaproteobacteria
S004007051	Proteobacteria	Gammaproteobacteria
S004007088	Proteobacteria	Gammaproteobacteria
S004009367	Proteobacteria	Gammaproteobacteria
S004048474	Proteobacteria	Gammaproteobacteria
S004048493	Proteobacteria	Gammaproteobacteria
S004054600	Proteobacteria	Gammaproteobacteria
S004061891	Proteobacteria	Gammaproteobacteria
S004061756	Proteobacteria	Gammaproteobacteria
S004062885	Proteobacteria	Gammaproteobacteria
S004064124	Proteobacteria	Gammaproteobacteria
S004064125	Proteobacteria	Gammaproteobacteria
S004064367	Proteobacteria	Gammaproteobacteria
S004065541	Proteobacteria	Gammaproteobacteria
S004066395	Proteobacteria	Gammaproteobacteria
S004070337	Proteobacteria	Gammaproteobacteria
S004070790	Proteobacteria	Gammaproteobacteria
S004070852	Proteobacteria	Gammaproteobacteria
S004070791	Proteobacteria	Gammaproteobacteria
S004070789	Proteobacteria	Gammaproteobacteria
S004070911	Proteobacteria	Gammaproteobacteria
S004076151	Proteobacteria	Gammaproteobacteria
S004080967	Proteobacteria	Gammaproteobacteria
S004083808	Proteobacteria	Gammaproteobacteria
S004083987	Proteobacteria	Gammaproteobacteria
S004089311	Proteobacteria	Gammaproteobacteria
S004092221	Proteobacteria	Gammaproteobacteria
S004092346	Proteobacteria	Gammaproteobacteria
S004212392	Proteobacteria	Gammaproteobacteria
S004222407	Proteobacteria	Gammaproteobacteria
S004227006	Proteobacteria	Gammaproteobacteria
S004227024	Proteobacteria	Gammaproteobacteria
S004227058	Proteobacteria	Gammaproteobacteria
S004230806	Proteobacteria	Gammaproteobacteria
S004444045	Proteobacteria	Gammaproteobacteria
S004444956	Proteobacteria	Gammaproteobacteria
S004445241	Proteobacteria	Gammaproteobacteria
S004446070	Proteobacteria	Gammaproteobacteria
S004446022	Proteobacteria	Gammaproteobacteria
S004451370	Proteobacteria	Gammaproteobacteria
S004453216	Proteobacteria	Gammaproteobacteria
S004454505	Proteobacteria	Gammaproteobacteria
S004454513	Proteobacteria	Gammaproteobacteria
S004454515	Proteobacteria	Gammaproteobacteria
S004455161	Proteobacteria	Gammaproteobacteria
S004455214	Proteobacteria	Gammaproteobacteria
S004455211	Proteobacteria	Gammaproteobacteria
S004456707	Proteobacteria	Gammaproteobacteria
S004456705	Proteobacteria	Gammaproteobacteria
S004459154	Proteobacteria	Gammaproteobacteria
S004459513	Proteobacteria	Gammaproteobacteria
S004459514	Proteobacteria	Gammaproteobacteria
S004459543	Proteobacteria	Gammaproteobacteria
S004459575	Proteobacteria	Gammaproteobacteria
S004459657	Proteobacteria	Gammaproteobacteria
S004460161	Proteobacteria	Gammaproteobacteria
S004460167	Proteobacteria	Gammaproteobacteria
S004461298	Proteobacteria	Gammaproteobacteria
S004461615	Proteobacteria	Gammaproteobacteria
S004461985	Proteobacteria	Gammaproteobacteria
S004462328	Proteobacteria	Gammaproteobacteria
S004462324	Proteobacteria	Gammaproteobacteria
S004462813	Proteobacteria	Gammaproteobacteria
S004482493	Proteobacteria	Gammaproteobacteria
S004485293	Proteobacteria	Gammaproteobacteria
S004486214	Proteobacteria	Gammaproteobacteria
S004486330	Proteobacteria	Gammaproteobacteria
S004486659	Proteobacteria	Gammaproteobacteria
S004487099	Proteobacteria	Gammaproteobacteria
S004487230	Proteobacteria	Gammaproteobacteria
S004487416	Proteobacteria	Gammaproteobacteria
S004487436	Proteobacteria	Gammaproteobacteria
S004487435	Proteobacteria	Gammaproteobacteria
S004487474	Proteobacteria	Gammaproteobacteria
S004487565	Proteobacteria	Gammaproteobacteria
S004488174	Proteobacteria	Gammaproteobacteria
S004492082	Proteobacteria	Gammaproteobacteria
S004534540	Proteobacteria	Gammaproteobacteria
S000544772	Proteobacteria	Gammaproteobacteria
S001156680	Proteobacteria	Gammaproteobacteria
S002444375	Proteobacteria	Gammaproteobacteria
S002956070	Proteobacteria	Gammaproteobacteria
S002951173	Proteobacteria	Gammaproteobacteria
S003746257	Proteobacteria	Gammaproteobacteria
S003803858	Proteobacteria	Gammaproteobacteria
S004459945	Proteobacteria	Gammaproteobacteria
S004487426	Proteobacteria	Gammaproteobacteria
S004487104	Proteobacteria	Gammaproteobacteria
S000023348	Proteobacteria	Gammaproteobacteria
S000402907	Proteobacteria	Gammaproteobacteria
S000444309	Proteobacteria	Gammaproteobacteria
S000492335	Proteobacteria	Gammaproteobacteria
S000575347	Proteobacteria	Gammaproteobacteria
S000629376	Proteobacteria	Gammaproteobacteria
S000980219	Proteobacteria	Gammaproteobacteria
S001098959	Proteobacteria	Gammaproteobacteria
S001152619	Proteobacteria	Gammaproteobacteria
S001240427	Proteobacteria	Gammaproteobacteria
S001329539	Proteobacteria	Gammaproteobacteria
S001351722	Proteobacteria	Gammaproteobacteria
S001573774	Proteobacteria	Gammaproteobacteria
S002035508	Proteobacteria	Gammaproteobacteria
S002156942	Proteobacteria	Gammaproteobacteria
S002166194	Proteobacteria	Gammaproteobacteria
S002166300	Proteobacteria	Gammaproteobacteria
S002232573	Proteobacteria	Gammaproteobacteria
S002305315	Proteobacteria	Gammaproteobacteria
S002305580	Proteobacteria	Gammaproteobacteria
S002408297	Proteobacteria	Gammaproteobacteria
S002408301	Proteobacteria	Gammaproteobacteria
S002444351	Proteobacteria	Gammaproteobacteria
S002956025	Proteobacteria	Gammaproteobacteria
S002959301	Proteobacteria	Gammaproteobacteria
S002959238	Proteobacteria	Gammaproteobacteria
S002966515	Proteobacteria	Gammaproteobacteria
S002989806	Proteobacteria	Gammaproteobacteria
S002989812	Proteobacteria	Gammaproteobacteria
S003259779	Proteobacteria	Gammaproteobacteria
S003261763	Proteobacteria	Gammaproteobacteria
S003262231	Proteobacteria	Gammaproteobacteria
S003298292	Proteobacteria	Gammaproteobacteria
S003614896	Proteobacteria	Gammaproteobacteria
S003614016	Proteobacteria	Gammaproteobacteria
S003616073	Proteobacteria	Gammaproteobacteria
S003713064	Proteobacteria	Gammaproteobacteria
S003745428	Proteobacteria	Gammaproteobacteria
S003751795	Proteobacteria	Gammaproteobacteria
S003808806	Proteobacteria	Gammaproteobacteria
S004006722	Proteobacteria	Gammaproteobacteria
S004006901	Proteobacteria	Gammaproteobacteria
S004007073	Proteobacteria	Gammaproteobacteria
S004007121	Proteobacteria	Gammaproteobacteria
S004044754	Proteobacteria	Gammaproteobacteria
S004044772	Proteobacteria	Gammaproteobacteria
S004062145	Proteobacteria	Gammaproteobacteria
S004064314	Proteobacteria	Gammaproteobacteria
S004068554	Proteobacteria	Gammaproteobacteria
S004070686	Proteobacteria	Gammaproteobacteria
S004076034	Proteobacteria	Gammaproteobacteria
S004089139	Proteobacteria	Gammaproteobacteria
S004126620	Proteobacteria	Gammaproteobacteria
S004218581	Proteobacteria	Gammaproteobacteria
S004218593	Proteobacteria	Gammaproteobacteria
S004222431	Proteobacteria	Gammaproteobacteria
S004222443	Proteobacteria	Gammaproteobacteria
S004227859	Proteobacteria	Gammaproteobacteria
S004234870	Proteobacteria	Gammaproteobacteria
S004232391	Proteobacteria	Gammaproteobacteria
S004443071	Proteobacteria	Gammaproteobacteria
S004443257	Proteobacteria	Gammaproteobacteria
S004443256	Proteobacteria	Gammaproteobacteria
S004443255	Proteobacteria	Gammaproteobacteria
S004443249	Proteobacteria	Gammaproteobacteria
S004443848	Proteobacteria	Gammaproteobacteria
S004444166	Proteobacteria	Gammaproteobacteria
S004447601	Proteobacteria	Gammaproteobacteria
S004461779	Proteobacteria	Gammaproteobacteria
S004462082	Proteobacteria	Gammaproteobacteria
S004462089	Proteobacteria	Gammaproteobacteria
S004462490	Proteobacteria	Gammaproteobacteria
S004462497	Proteobacteria	Gammaproteobacteria
S004481575	Proteobacteria	Gammaproteobacteria
S004482434	Proteobacteria	Gammaproteobacteria
S004486849	Proteobacteria	Gammaproteobacteria
S004487871	Proteobacteria	Gammaproteobacteria
S004488235	Proteobacteria	Gammaproteobacteria
S004488268	Proteobacteria	Gammaproteobacteria
S004489019	Proteobacteria	Gammaproteobacteria
S004488441	Proteobacteria	Gammaproteobacteria
S004489038	Proteobacteria	Gammaproteobacteria
S004489443	Proteobacteria	Gammaproteobacteria
S004491626	Proteobacteria	Gammaproteobacteria
S004494579	Proteobacteria	Gammaproteobacteria
S004496358	Proteobacteria	Gammaproteobacteria
S004533453	Proteobacteria	Gammaproteobacteria
S004540106	Proteobacteria	Gammaproteobacteria
S004538449	Proteobacteria	Gammaproteobacteria
S000388637	Proteobacteria	Gammaproteobacteria
S001152174	Proteobacteria	Gammaproteobacteria
S004008517	Proteobacteria	Gammaproteobacteria
S004493675	Proteobacteria	Gammaproteobacteria
S004501530	Proteobacteria	Gammaproteobacteria
S004494132	Proteobacteria	Gammaproteobacteria
S004085596	Proteobacteria	Gammaproteobacteria
S002032966	Proteobacteria	Gammaproteobacteria
S000648267	Proteobacteria	Gammaproteobacteria
S003616440	Proteobacteria	Gammaproteobacteria
S003719647	Proteobacteria	Gammaproteobacteria
S004053723	Proteobacteria	Gammaproteobacteria
S004079515	Proteobacteria	Gammaproteobacteria
S004226587	Proteobacteria	Gammaproteobacteria
S004487299	Proteobacteria	Gammaproteobacteria
S000003018	Proteobacteria	Gammaproteobacteria
S000387411	Proteobacteria	Gammaproteobacteria
S000392569	Proteobacteria	Gammaproteobacteria
S000412194	Proteobacteria	Gammaproteobacteria
S000445803	Proteobacteria	Gammaproteobacteria
S000514043	Proteobacteria	Gammaproteobacteria
S000605267	Proteobacteria	Gammaproteobacteria
S000735295	Proteobacteria	Gammaproteobacteria
S001263399	Proteobacteria	Gammaproteobacteria
S001331303	Proteobacteria	Gammaproteobacteria
S001549139	Proteobacteria	Gammaproteobacteria
S001610453	Proteobacteria	Gammaproteobacteria
S002151450	Proteobacteria	Gammaproteobacteria
S002166724	Proteobacteria	Gammaproteobacteria
S002167340	Proteobacteria	Gammaproteobacteria
S002166728	Proteobacteria	Gammaproteobacteria
S002225604	Proteobacteria	Gammaproteobacteria
S002231623	Proteobacteria	Gammaproteobacteria
S002232453	Proteobacteria	Gammaproteobacteria
S002410257	Proteobacteria	Gammaproteobacteria
S002408357	Proteobacteria	Gammaproteobacteria
S002410680	Proteobacteria	Gammaproteobacteria
S002443221	Proteobacteria	Gammaproteobacteria
S002965932	Proteobacteria	Gammaproteobacteria
S003278655	Proteobacteria	Gammaproteobacteria
S003291239	Proteobacteria	Gammaproteobacteria
S003301410	Proteobacteria	Gammaproteobacteria
S003547154	Proteobacteria	Gammaproteobacteria
S003547222	Proteobacteria	Gammaproteobacteria
S003716431	Proteobacteria	Gammaproteobacteria
S003744598	Proteobacteria	Gammaproteobacteria
S003749579	Proteobacteria	Gammaproteobacteria
S003804853	Proteobacteria	Gammaproteobacteria
S003807166	Proteobacteria	Gammaproteobacteria
S004006414	Proteobacteria	Gammaproteobacteria
S004067814	Proteobacteria	Gammaproteobacteria
S004072798	Proteobacteria	Gammaproteobacteria
S004081732	Proteobacteria	Gammaproteobacteria
S004081739	Proteobacteria	Gammaproteobacteria
S004081754	Proteobacteria	Gammaproteobacteria
S004084081	Proteobacteria	Gammaproteobacteria
S004081778	Proteobacteria	Gammaproteobacteria
S004084850	Proteobacteria	Gammaproteobacteria
S004224963	Proteobacteria	Gammaproteobacteria
S004226230	Proteobacteria	Gammaproteobacteria
S004229387	Proteobacteria	Gammaproteobacteria
S004228872	Proteobacteria	Gammaproteobacteria
S004445257	Proteobacteria	Gammaproteobacteria
S004453180	Proteobacteria	Gammaproteobacteria
S004455853	Proteobacteria	Gammaproteobacteria
S004488237	Proteobacteria	Gammaproteobacteria
S004488275	Proteobacteria	Gammaproteobacteria
S004488464	Proteobacteria	Gammaproteobacteria
S004491854	Proteobacteria	Gammaproteobacteria
S004491877	Proteobacteria	Gammaproteobacteria
S004491891	Proteobacteria	Gammaproteobacteria
S004504267	Proteobacteria	Gammaproteobacteria
S000381171	Proteobacteria	Gammaproteobacteria
S000649277	Proteobacteria	Gammaproteobacteria
S000776638	Proteobacteria	Gammaproteobacteria
S000981422	Proteobacteria	Gammaproteobacteria
S001293038	Proteobacteria	Gammaproteobacteria
S001293092	Proteobacteria	Gammaproteobacteria
S002166648	Proteobacteria	Gammaproteobacteria
S002166651	Proteobacteria	Gammaproteobacteria
S002287859	Proteobacteria	Gammaproteobacteria
S002953623	Proteobacteria	Gammaproteobacteria
S003263841	Proteobacteria	Gammaproteobacteria
S003808569	Proteobacteria	Gammaproteobacteria
S003809670	Proteobacteria	Gammaproteobacteria
S003809345	Proteobacteria	Gammaproteobacteria
S004008265	Proteobacteria	Gammaproteobacteria
S004069602	Proteobacteria	Gammaproteobacteria
S004215563	Proteobacteria	Gammaproteobacteria
S004220485	Proteobacteria	Gammaproteobacteria
S004222717	Proteobacteria	Gammaproteobacteria
S004230032	Proteobacteria	Gammaproteobacteria
S004495771	Proteobacteria	Gammaproteobacteria
S004505234	Proteobacteria	Gammaproteobacteria
S004534347	Proteobacteria	Gammaproteobacteria
S004534374	Proteobacteria	Gammaproteobacteria
S000002015	Proteobacteria	Gammaproteobacteria
S000405456	Proteobacteria	Gammaproteobacteria
S000405457	Proteobacteria	Gammaproteobacteria
S001575055	Proteobacteria	Gammaproteobacteria
S001575044	Proteobacteria	Gammaproteobacteria
S003290832	Proteobacteria	Gammaproteobacteria
S004063555	Proteobacteria	Gammaproteobacteria
S004480041	Proteobacteria	Gammaproteobacteria
S004532381	Proteobacteria	Gammaproteobacteria
S000996001	Proteobacteria	Gammaproteobacteria
S001153416	Proteobacteria	Gammaproteobacteria
S002234199	Proteobacteria	Gammaproteobacteria
S002449504	Proteobacteria	Gammaproteobacteria
S002916097	Proteobacteria	Gammaproteobacteria
S003278292	Proteobacteria	Gammaproteobacteria
S003282837	Proteobacteria	Gammaproteobacteria
S003280017	Proteobacteria	Gammaproteobacteria
S003299458	Proteobacteria	Gammaproteobacteria
S003299881	Proteobacteria	Gammaproteobacteria
S003299916	Proteobacteria	Gammaproteobacteria
S003299934	Proteobacteria	Gammaproteobacteria
S003300016	Proteobacteria	Gammaproteobacteria
S003300031	Proteobacteria	Gammaproteobacteria
S003300026	Proteobacteria	Gammaproteobacteria
S003316135	Proteobacteria	Gammaproteobacteria
S003715443	Proteobacteria	Gammaproteobacteria
S003717308	Proteobacteria	Gammaproteobacteria
S003719751	Proteobacteria	Gammaproteobacteria
S003745424	Proteobacteria	Gammaproteobacteria
S003745622	Proteobacteria	Gammaproteobacteria
S003788308	Proteobacteria	Gammaproteobacteria
S003788310	Proteobacteria	Gammaproteobacteria
S004063131	Proteobacteria	Gammaproteobacteria
S004088805	Proteobacteria	Gammaproteobacteria
S004231980	Proteobacteria	Gammaproteobacteria
S004462888	Proteobacteria	Gammaproteobacteria
S004474466	Proteobacteria	Gammaproteobacteria
S004462890	Proteobacteria	Gammaproteobacteria
S004478446	Proteobacteria	Gammaproteobacteria
S004533002	Proteobacteria	Gammaproteobacteria
S000752104	Proteobacteria	Gammaproteobacteria
S000769862	Proteobacteria	Gammaproteobacteria
S001243628	Proteobacteria	Gammaproteobacteria
S001350679	Proteobacteria	Gammaproteobacteria
S003264153	Proteobacteria	Gammaproteobacteria
S003717280	Proteobacteria	Gammaproteobacteria
S004066269	Proteobacteria	Gammaproteobacteria
S004452461	Proteobacteria	Gammaproteobacteria
S004452415	Proteobacteria	Gammaproteobacteria
S004486415	Proteobacteria	Gammaproteobacteria
S004493739	Proteobacteria	Gammaproteobacteria
S004493742	Proteobacteria	Gammaproteobacteria
S004498439	Proteobacteria	Gammaproteobacteria
S004498472	Proteobacteria	Gammaproteobacteria
S004536178	Proteobacteria	Gammaproteobacteria
S004532399	Proteobacteria	Gammaproteobacteria
S004486594	Proteobacteria	Gammaproteobacteria
S000090215	Proteobacteria	Gammaproteobacteria
S000366921	Proteobacteria	Gammaproteobacteria
S000440541	Proteobacteria	Gammaproteobacteria
S000407082	Proteobacteria	Gammaproteobacteria
S000636599	Proteobacteria	Gammaproteobacteria
S000967532	Proteobacteria	Gammaproteobacteria
S001170420	Proteobacteria	Gammaproteobacteria
S001331562	Proteobacteria	Gammaproteobacteria
S003614240	Proteobacteria	Gammaproteobacteria
S003659856	Proteobacteria	Gammaproteobacteria
S003710441	Proteobacteria	Gammaproteobacteria
S003687836	Proteobacteria	Gammaproteobacteria
S004068259	Proteobacteria	Gammaproteobacteria
S004072792	Proteobacteria	Gammaproteobacteria
S004089356	Proteobacteria	Gammaproteobacteria
S004218902	Proteobacteria	Gammaproteobacteria
S004486444	Proteobacteria	Gammaproteobacteria
S004486613	Proteobacteria	Gammaproteobacteria
S004486612	Proteobacteria	Gammaproteobacteria
S004486611	Proteobacteria	Gammaproteobacteria
S004486846	Proteobacteria	Gammaproteobacteria
S004486829	Proteobacteria	Gammaproteobacteria
S004487274	Proteobacteria	Gammaproteobacteria
S004493192	Proteobacteria	Gammaproteobacteria
S004494550	Proteobacteria	Gammaproteobacteria
S004496244	Proteobacteria	Gammaproteobacteria
S004501362	Proteobacteria	Gammaproteobacteria
S000528804	Proteobacteria	Gammaproteobacteria
S000925443	Proteobacteria	Gammaproteobacteria
S000926443	Proteobacteria	Gammaproteobacteria
S000927384	Proteobacteria	Gammaproteobacteria
S000927386	Proteobacteria	Gammaproteobacteria
S000927408	Proteobacteria	Gammaproteobacteria
S001156721	Proteobacteria	Gammaproteobacteria
S002287847	Proteobacteria	Gammaproteobacteria
S002289991	Proteobacteria	Gammaproteobacteria
S002907226	Proteobacteria	Gammaproteobacteria
S002909007	Proteobacteria	Gammaproteobacteria
S002907228	Proteobacteria	Gammaproteobacteria
S003259313	Proteobacteria	Gammaproteobacteria
S003259465	Proteobacteria	Gammaproteobacteria
S003612798	Proteobacteria	Gammaproteobacteria
S003612802	Proteobacteria	Gammaproteobacteria
S003710776	Proteobacteria	Gammaproteobacteria
S003880697	Proteobacteria	Gammaproteobacteria
S003881353	Proteobacteria	Gammaproteobacteria
S004009333	Proteobacteria	Gammaproteobacteria
S004009513	Proteobacteria	Gammaproteobacteria
S004063470	Proteobacteria	Gammaproteobacteria
S004063469	Proteobacteria	Gammaproteobacteria
S004063782	Proteobacteria	Gammaproteobacteria
S004065811	Proteobacteria	Gammaproteobacteria
S004066216	Proteobacteria	Gammaproteobacteria
S004067522	Proteobacteria	Gammaproteobacteria
S004068304	Proteobacteria	Gammaproteobacteria
S004069146	Proteobacteria	Gammaproteobacteria
S004069154	Proteobacteria	Gammaproteobacteria
S004069439	Proteobacteria	Gammaproteobacteria
S004069857	Proteobacteria	Gammaproteobacteria
S004070538	Proteobacteria	Gammaproteobacteria
S004070610	Proteobacteria	Gammaproteobacteria
S004070776	Proteobacteria	Gammaproteobacteria
S004071001	Proteobacteria	Gammaproteobacteria
S004071047	Proteobacteria	Gammaproteobacteria
S004071086	Proteobacteria	Gammaproteobacteria
S004071156	Proteobacteria	Gammaproteobacteria
S004071167	Proteobacteria	Gammaproteobacteria
S004071241	Proteobacteria	Gammaproteobacteria
S004071326	Proteobacteria	Gammaproteobacteria
S004071386	Proteobacteria	Gammaproteobacteria
S004071392	Proteobacteria	Gammaproteobacteria
S004071546	Proteobacteria	Gammaproteobacteria
S004071598	Proteobacteria	Gammaproteobacteria
S004071658	Proteobacteria	Gammaproteobacteria
S004126718	Proteobacteria	Gammaproteobacteria
S004212226	Proteobacteria	Gammaproteobacteria
S004212223	Proteobacteria	Gammaproteobacteria
S004212254	Proteobacteria	Gammaproteobacteria
S004212406	Proteobacteria	Gammaproteobacteria
S004443840	Proteobacteria	Gammaproteobacteria
S004443841	Proteobacteria	Gammaproteobacteria
S004443896	Proteobacteria	Gammaproteobacteria
S004443916	Proteobacteria	Gammaproteobacteria
S004443967	Proteobacteria	Gammaproteobacteria
S004443970	Proteobacteria	Gammaproteobacteria
S004453085	Proteobacteria	Gammaproteobacteria
S004457641	Proteobacteria	Gammaproteobacteria
S004459668	Proteobacteria	Gammaproteobacteria
S004460649	Proteobacteria	Gammaproteobacteria
S004461219	Proteobacteria	Gammaproteobacteria
S004461870	Proteobacteria	Gammaproteobacteria
S004461874	Proteobacteria	Gammaproteobacteria
S004499447	Proteobacteria	Gammaproteobacteria
S004508888	Proteobacteria	Gammaproteobacteria
S000105066	Proteobacteria	Gammaproteobacteria
S000389547	Proteobacteria	Gammaproteobacteria
S000440651	Proteobacteria	Gammaproteobacteria
S000490052	Proteobacteria	Gammaproteobacteria
S000539244	Proteobacteria	Gammaproteobacteria
S000583649	Proteobacteria	Gammaproteobacteria
S000584162	Proteobacteria	Gammaproteobacteria
S000614428	Proteobacteria	Gammaproteobacteria
S000614430	Proteobacteria	Gammaproteobacteria
S000614471	Proteobacteria	Gammaproteobacteria
S000614473	Proteobacteria	Gammaproteobacteria
S000615181	Proteobacteria	Gammaproteobacteria
S000626616	Proteobacteria	Gammaproteobacteria
S000701223	Proteobacteria	Gammaproteobacteria
S000722284	Proteobacteria	Gammaproteobacteria
S000805343	Proteobacteria	Gammaproteobacteria
S000859128	Proteobacteria	Gammaproteobacteria
S000859137	Proteobacteria	Gammaproteobacteria
S000871163	Proteobacteria	Gammaproteobacteria
S000892768	Proteobacteria	Gammaproteobacteria
S000892765	Proteobacteria	Gammaproteobacteria
S001044606	Proteobacteria	Gammaproteobacteria
S001094381	Proteobacteria	Gammaproteobacteria
S001094380	Proteobacteria	Gammaproteobacteria
S001094379	Proteobacteria	Gammaproteobacteria
S001096691	Proteobacteria	Gammaproteobacteria
S001097612	Proteobacteria	Gammaproteobacteria
S001131756	Proteobacteria	Gammaproteobacteria
S001153575	Proteobacteria	Gammaproteobacteria
S001241209	Proteobacteria	Gammaproteobacteria
S001294569	Proteobacteria	Gammaproteobacteria
S001331299	Proteobacteria	Gammaproteobacteria
S001418436	Proteobacteria	Gammaproteobacteria
S001549253	Proteobacteria	Gammaproteobacteria
S001574732	Proteobacteria	Gammaproteobacteria
S001574598	Proteobacteria	Gammaproteobacteria
S001745095	Proteobacteria	Gammaproteobacteria
S001743973	Proteobacteria	Gammaproteobacteria
S002034063	Proteobacteria	Gammaproteobacteria
S002166698	Proteobacteria	Gammaproteobacteria
S002166699	Proteobacteria	Gammaproteobacteria
S002222380	Proteobacteria	Gammaproteobacteria
S002232098	Proteobacteria	Gammaproteobacteria
S002349579	Proteobacteria	Gammaproteobacteria
S002443096	Proteobacteria	Gammaproteobacteria
S002443392	Proteobacteria	Gammaproteobacteria
S002444396	Proteobacteria	Gammaproteobacteria
S002447720	Proteobacteria	Gammaproteobacteria
S002447417	Proteobacteria	Gammaproteobacteria
S002447828	Proteobacteria	Gammaproteobacteria
S002949878	Proteobacteria	Gammaproteobacteria
S002952066	Proteobacteria	Gammaproteobacteria
S002955897	Proteobacteria	Gammaproteobacteria
S002956969	Proteobacteria	Gammaproteobacteria
S002961711	Proteobacteria	Gammaproteobacteria
S002963751	Proteobacteria	Gammaproteobacteria
S002963759	Proteobacteria	Gammaproteobacteria
S002967095	Proteobacteria	Gammaproteobacteria
S003259776	Proteobacteria	Gammaproteobacteria
S003258392	Proteobacteria	Gammaproteobacteria
S003262247	Proteobacteria	Gammaproteobacteria
S003262245	Proteobacteria	Gammaproteobacteria
S003279136	Proteobacteria	Gammaproteobacteria
S003279238	Proteobacteria	Gammaproteobacteria
S003302850	Proteobacteria	Gammaproteobacteria
S003611945	Proteobacteria	Gammaproteobacteria
S003617034	Proteobacteria	Gammaproteobacteria
S003614571	Proteobacteria	Gammaproteobacteria
S003614281	Proteobacteria	Gammaproteobacteria
S003616753	Proteobacteria	Gammaproteobacteria
S003619554	Proteobacteria	Gammaproteobacteria
S003713141	Proteobacteria	Gammaproteobacteria
S003713156	Proteobacteria	Gammaproteobacteria
S003713155	Proteobacteria	Gammaproteobacteria
S003713162	Proteobacteria	Gammaproteobacteria
S003715392	Proteobacteria	Gammaproteobacteria
S003721231	Proteobacteria	Gammaproteobacteria
S003752504	Proteobacteria	Gammaproteobacteria
S003789694	Proteobacteria	Gammaproteobacteria
S003804220	Proteobacteria	Gammaproteobacteria
S003804281	Proteobacteria	Gammaproteobacteria
S003809789	Proteobacteria	Gammaproteobacteria
S004046508	Proteobacteria	Gammaproteobacteria
S004046509	Proteobacteria	Gammaproteobacteria
S004050039	Proteobacteria	Gammaproteobacteria
S004055509	Proteobacteria	Gammaproteobacteria
S004063475	Proteobacteria	Gammaproteobacteria
S004063747	Proteobacteria	Gammaproteobacteria
S004063745	Proteobacteria	Gammaproteobacteria
S004068911	Proteobacteria	Gammaproteobacteria
S004069425	Proteobacteria	Gammaproteobacteria
S004069759	Proteobacteria	Gammaproteobacteria
S004069421	Proteobacteria	Gammaproteobacteria
S004069761	Proteobacteria	Gammaproteobacteria
S004079565	Proteobacteria	Gammaproteobacteria
S004081253	Proteobacteria	Gammaproteobacteria
S004087247	Proteobacteria	Gammaproteobacteria
S004089060	Proteobacteria	Gammaproteobacteria
S004229158	Proteobacteria	Gammaproteobacteria
S004442994	Proteobacteria	Gammaproteobacteria
S004442998	Proteobacteria	Gammaproteobacteria
S004449432	Proteobacteria	Gammaproteobacteria
S004450392	Proteobacteria	Gammaproteobacteria
S004453309	Proteobacteria	Gammaproteobacteria
S004461250	Proteobacteria	Gammaproteobacteria
S004462838	Proteobacteria	Gammaproteobacteria
S004463212	Proteobacteria	Gammaproteobacteria
S004482770	Proteobacteria	Gammaproteobacteria
S004483190	Proteobacteria	Gammaproteobacteria
S004483187	Proteobacteria	Gammaproteobacteria
S004483202	Proteobacteria	Gammaproteobacteria
S004484983	Proteobacteria	Gammaproteobacteria
S004485414	Proteobacteria	Gammaproteobacteria
S004485419	Proteobacteria	Gammaproteobacteria
S004485439	Proteobacteria	Gammaproteobacteria
S004486213	Proteobacteria	Gammaproteobacteria
S004486978	Proteobacteria	Gammaproteobacteria
S004487156	Proteobacteria	Gammaproteobacteria
S004487145	Proteobacteria	Gammaproteobacteria
S004487143	Proteobacteria	Gammaproteobacteria
S004487266	Proteobacteria	Gammaproteobacteria
S004490175	Proteobacteria	Gammaproteobacteria
S004488723	Proteobacteria	Gammaproteobacteria
S004492445	Proteobacteria	Gammaproteobacteria
S004493138	Proteobacteria	Gammaproteobacteria
S004493648	Proteobacteria	Gammaproteobacteria
S004493177	Proteobacteria	Gammaproteobacteria
S004493157	Proteobacteria	Gammaproteobacteria
S004493670	Proteobacteria	Gammaproteobacteria
S004493879	Proteobacteria	Gammaproteobacteria
S004493880	Proteobacteria	Gammaproteobacteria
S004494117	Proteobacteria	Gammaproteobacteria
S004494120	Proteobacteria	Gammaproteobacteria
S004498039	Proteobacteria	Gammaproteobacteria
S004501160	Proteobacteria	Gammaproteobacteria
S004501168	Proteobacteria	Gammaproteobacteria
S004506977	Proteobacteria	Gammaproteobacteria
S004530475	Proteobacteria	Gammaproteobacteria
S004535589	Proteobacteria	Gammaproteobacteria
S000386986	Proteobacteria	Gammaproteobacteria
S003619383	Proteobacteria	Gammaproteobacteria
S003659802	Proteobacteria	Gammaproteobacteria
S004067942	Proteobacteria	Gammaproteobacteria
S004227184	Proteobacteria	Gammaproteobacteria
S004227185	Proteobacteria	Gammaproteobacteria
S004227194	Proteobacteria	Gammaproteobacteria
S004227192	Proteobacteria	Gammaproteobacteria
S004227200	Proteobacteria	Gammaproteobacteria
S004227212	Proteobacteria	Gammaproteobacteria
